name,merchant_abn,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020
Ut Pellentesque Eget Inc.,24120162361,23342.438,24971.556,26169.376,27219.97,27543.351,1992.895,2054.493,2096.749,2133.036,2138.553,19612.314,20766.036,21634.218,22414.432,22557.852,96717133.739,105788232.892,113026133.44,118879119.532,121560960.366
Ut Pharetra Company,67920961191,35860.036,36929.954,37568.364,38734.704,38621.084,3258.989,3369.947,3444.47,3514.12,3554.126,28244.2,28971.629,29868.39,30934.061,31056.822,196036197.664,206317749.085,215761294.445,226739961.019,231510246.356
Ut Pharetra Incorporated,75875494789,36487.123,37479.114,38214.81,39769.227,38696.28,3124.637,3235.525,3301.573,3350.845,3374.167,28545.489,29294.321,30249.378,31534.003,31116.651,186060351.451,195609659.143,204637813.256,214007791.444,215227082.626
Ut Pharetra Sed Inc.,34398628767,34607.587,35577.234,36157.755,37079.596,36922.876,3102.137,3211.055,3281.114,3335.139,3372.111,27446.831,28095.451,28920.706,29878.658,29971.966,186708714.944,196712363.082,205893755.658,214585083.865,218825618.39
Ut Pharetra Sed Limited,40996886558,35297.607,36224.408,36684.194,37710.676,37529.39,3185.034,3298.656,3373.451,3432.688,3470.677,27831.026,28507.543,29259.244,30270.804,30406.748,192016243.031,202015110.325,211235686.877,220679573.136,224936849.465
Ut Quam Inc.,46533246372,34613.356,35594.433,36065.095,37191.966,36901.989,3104.475,3212.359,3280.885,3334.611,3369.615,27492.55,28133.978,28922.079,29975.956,30029.741,184638784.46,194576392.206,203208254.564,212310065.867,215963531.305
Ut Quam Vel Corporation,41563576600,35318.908,36367.677,36775.093,37601.141,37354.222,2960.558,3048.491,3109.101,3159.519,3196.394,27873.626,28563.604,29332.354,30315.33,30431.413,181124242.978,190214483.303,197554280.48,205465815.291,208926414.586
Ut Quam Vel LLP,36874828466,40388.76,41261.855,41226.954,42090.066,41539.329,3296.495,3423.083,3513.181,3573.837,3612.365,30932.668,31552.25,32200.987,33162.243,33136.836,208454020.402,219614412.283,228232442.31,238851749.04,241496011.543
Ut Sem Company,37621714049,34231.541,35301.211,35739.761,36728.569,36729.356,3011.153,3117.447,3190.185,3247.918,3287.464,27283.181,27967.74,28689.428,29706.144,29843.01,175052712.484,184965860.892,193153237.627,202148193.439,206643680.34
Ut Semper Corporation,31153557593,40113.537,42867.847,44047.866,42998.568,42729.759,2888.343,2993.666,3091.658,3146.594,3199.909,32722.465,34652.486,35915.977,35960.216,36110.681,161433952.28,177241782.339,188076444.875,190647862.374,193668034.567
Ut Semper Incorporated,86201172910,32684.048,33714.193,33384.57,34208.57,34708.391,3039.62,3151.469,3241.83,3309.038,3353.446,27060.706,27890.879,28186.482,29330.362,29710.16,161075702.42,171148124.307,178507031.291,186752887.195,192692950.63
Ut Semper Industries,10530696903,36183.601,37300.784,37870.041,38940.447,39125.65,3264.07,3379.076,3456.006,3513.216,3550.112,29046.141,29764.988,30616.795,31678.489,31979.922,192819530.328,203324582.374,212802244.403,222501779.624,227476379.573
Ut Semper Limited,80116239104,31429.482,31994.508,32412.017,33291.745,33242.314,2621.765,2725.423,2793.482,2830.152,2863.577,25109.679,25557.096,26160.462,27090.429,27486.248,154428946.39,163068952.699,169514751.194,176951155.3,179544067.348
Ut Tincidunt Corporation,51390118767,31953.299,33343.363,34114.281,34845.277,32714.694,1560.828,1636.379,1658.93,1673.968,1691.101,26031.871,26790.2,27973.797,28669.71,27638.741,74834645.858,81515866.113,84409750.009,87495373.179,84243043.021
Ut Tincidunt Foundation,59128133246,34857.316,35861.739,36458.094,37451.453,37227.635,3114.405,3222.165,3293.746,3348.315,3381.997,27627.502,28277.193,29127.319,30100.168,30212.016,186567147.67,196781638.886,205700245.473,214739033.329,218350822.777
Ut Tincidunt Ltd,70118030493,33427.929,35178.183,35252.869,37629.222,36416.982,2937.52,3042.776,3087.681,3101.402,3104.138,25549.588,26337.977,26942.2,28236.523,28214.663,197916859.79,211833873.194,218942636.391,228244448.442,228559777.675
Varius Corporation,97217894162,31787.248,32702.561,33203.844,34012.758,34295.137,2662.057,2763.148,2832.451,2890.369,2914.203,25901.691,26485.321,27081.236,28078.514,28441.006,143298523.259,152045923.372,159818336.692,167853870.133,171723501.547
Varius Et Associates,18180785640,34922.524,36064.176,36423.186,37604.495,37392.077,2981.777,3096.351,3175.462,3232.213,3283.887,27879.153,28481.604,29264.704,30328.443,30429.521,169044242.228,179621478.969,186570216.172,196025542.422,200438669.954
Varius Limited,91426391836,26970.69,27915.533,28118.323,28400.902,28542.516,2526.013,2592.418,2633.332,2656.908,2677.404,20936.071,21471.962,22021.699,22456.604,22770.258,160112419.06,167928078.261,173099465.906,178818629.945,182145786.296
Varius Nam Porttitor Consulting,51357574333,34586.549,35652.909,36060.61,37063.117,36729.914,3029.085,3131.075,3199.699,3252.418,3286.271,27448.501,28150.852,28898.178,29894.462,29946.599,179129328.555,188746158.545,196835017.361,205551850.635,208788418.614
Varius Orci In LLC,70385277162,33975.886,35334.71,35907.804,36350.281,36350.587,3020.017,3117.627,3182.362,3229.923,3247.531,27519.525,28333.517,29212.793,30094.886,30298.471,174480358.955,185216348.334,194008850.455,200671239.282,204117555.784
Varius Orci Inc.,84787662573,51346.339,52535.658,53902.314,55447.303,57235.293,4984.308,5323.974,5520.307,5752.64,5831.974,44837.369,45433.028,46597.015,48139.003,49779.992,261874162.078,285408780.683,303365304.509,325051028.873,340480613.91
Varius Orci Institute,70038202360,34517.681,35577.396,36002.288,37048.382,36848.498,3101.417,3208.414,3280.626,3335.831,3371.212,27362.051,28048.484,28783.485,29798.614,29884.351,184649398.075,194795373.697,203320700.039,212570249.574,216471719.895
Varius Ultrices LLC,26505333735,35102.123,36170.518,36585.392,37637.711,37149.65,3139.276,3255.535,3330.543,3384.032,3420.052,27752.865,28472.726,29230.417,30258.994,30223.44,184972744.293,195511390.109,204130660.971,213213896.595,216218873.923
Varius Ultrices LLP,21881994118,33802.263,34870.147,35230.697,36234.525,36124.614,3077.191,3184.562,3255.039,3312.048,3345.793,26889.31,27607.505,28334.249,29339.016,29457.108,182163701.543,192140694.522,200448599.104,209541941.917,213651571.706
Varius Ultrices Mauris Inc.,54361802955,38908.649,39928.945,40448.52,41840.282,41241.682,3252.203,3373.749,3448.335,3508.27,3545.95,30858.112,31493.653,32375.545,33533.81,33400.894,199049381.383,211033471.57,220098472.9,231040592.368,234886228.369
Vehicula Aliquet LLC,65453072511,39435.781,40266.636,41122.047,42276.16,41489.053,3688.729,3801.659,3878.774,3922.885,3948.492,31568.575,32303.427,33341.65,34363.678,34252.816,216876983.522,225773294.097,236162496.19,245324710.59,247116891.598
Vehicula Et LLC,64272336774,29836.324,31200.778,32079.932,33294.704,33336.729,3540.328,3648.88,3756.881,3837.37,3879.303,24156.574,25063.579,26097.538,27056.938,27526.206,192485842.245,203808927.139,215132432.543,228290186.004,233610399.432
Vehicula Foundation,77421432003,34203.516,35648.214,36156.808,36629.925,36889.466,3139.439,3238.506,3310.906,3368.87,3410.283,26613.069,27339.396,27995.966,28837.745,28836.424,196008637.628,207079081.011,216540597.162,224650789.446,230128474.799
Vehicula Industries,67244956961,35491.839,36543.619,36779.566,38049.962,37638.679,3244.346,3360.401,3444.494,3510.672,3557.728,28291.492,28963.704,29550.338,30646.974,30689.265,190905639.259,201392700.555,210717433.763,220863851.03,224964248.085
Vehicula Pellentesque Corporation,63290521567,34647.117,35657.232,36121.005,37188.315,36918.782,3090.04,3197.389,3269.619,3325.254,3360.69,27490.409,28150.454,28917.579,29935.516,30011.927,183596687.942,193590721.435,202118419.531,211378693.488,215010135.322
Vehicula Pellentesque Inc.,73440621827,35627.735,36814.946,37757.741,38885.452,38834.835,3289.987,3401.445,3486.251,3551.576,3595.956,28741.655,29328.757,30366.428,31444.334,31718.216,192656618.982,203814656.353,215700710.79,225797570.914,231396333.361
Vehicula Pellentesque LLP,16165222459,34800.426,35767.51,36145.024,37028.233,36755.111,3009.832,3112.441,3183.435,3235.973,3266.065,27563.034,28179.677,28917.094,29864.18,29897.081,179689345.228,189112271.012,196971078.939,205512934.829,208765295.14
Vehicula Pellentesque Limited,26925196872,33644.519,34789.339,35152.98,36500.54,36034.456,2652.342,2748.004,2802.907,2841.985,2871.287,27153.831,27959.879,28722.718,29855.076,29856.127,143835560.977,152817684.796,158538618.977,166156821.454,168172480.102
Vehicula Pellentesque PC,14820207872,35467.97,36483.75,36994.741,38199.578,37603.63,2856.521,2945.211,3004.165,3049.566,3081.453,28113.773,28825.864,29651.807,30766.955,30746.679,167791426.0,176522337.902,183696306.472,192106642.077,194474028.087
Vehicula Risus Institute,28124275236,35403.904,36331.852,36725.435,37848.499,37723.732,3186.872,3299.049,3375.007,3432.739,3465.77,27956.065,28638.813,29422.253,30491.011,30610.219,188574553.829,198922765.77,207717170.482,217589721.592,222019159.653
Vehicula Risus Nulla Ltd,21901704733,35662.074,36720.106,37466.867,38479.879,39255.723,3236.578,3341.708,3418.355,3478.921,3522.504,27557.641,28301.909,29036.697,30103.578,30396.398,196581674.36,207135833.671,217433732.536,227151474.212,234369291.033
Vel Arcu Curabitur Inc.,28385291716,46958.478,46630.429,46306.795,47389.973,49277.21,4722.514,4805.999,4892.005,4953.426,5033.372,38240.511,38217.202,38576.513,39784.869,41514.087,268831846.804,270507774.63,273343288.251,283525018.874,298507392.128
Vel Arcu Foundation,33495932835,34989.999,36035.441,36455.473,37381.193,37121.366,3142.811,3251.057,3322.948,3379.305,3415.053,27899.405,28559.665,29366.75,30378.305,30396.134,184035065.079,193958716.707,202106043.758,211095179.997,214968765.309
Vel Arcu Industries,45567605014,34894.904,36006.575,36688.325,37777.385,37545.117,3118.178,3225.61,3291.754,3345.15,3377.221,27492.017,28145.827,28968.45,29998.33,30091.939,189835431.463,200455033.498,210293396.025,219337177.902,222863772.804
Vel Arcu LLP,97104028372,34652.682,35912.566,36400.772,37791.541,37701.595,2889.992,2981.849,3044.93,3086.788,3120.756,27676.714,28506.932,29242.67,30389.13,30608.579,166442894.61,175840266.382,183390974.362,192480619.154,196238915.501
Vel Associates,63735907565,30489.714,30983.352,31823.011,32737.588,32738.225,2657.729,2737.748,2800.112,2852.102,2891.4,24369.235,24914.407,25885.098,26668.219,26954.801,148725700.41,155296559.575,163391347.368,171165295.147,175447102.942
Vel Company,85730774549,32206.044,33516.838,34559.775,35614.437,35531.259,2943.438,3048.653,3097.938,3148.218,3181.246,25755.964,26670.787,27727.42,28653.8,28985.711,171884464.644,182849384.514,190606596.372,200051424.889,202415875.313
Vel Consulting,18146314043,33235.756,34039.782,34164.655,35299.342,35263.259,3007.413,3112.572,3176.108,3228.083,3255.475,26612.848,27295.047,27840.704,28950.154,29038.115,174873701.211,183304402.245,190927190.749,199554722.26,203772324.939
Vel Convallis Company,17429613585,34090.253,35017.074,35569.527,36808.135,35964.142,3222.06,3310.034,3380.894,3427.621,3454.395,26580.439,27179.911,27933.166,28929.196,28755.775,199977096.7,209331572.683,217946349.375,227688572.603,228721978.117
Vel Convallis Corporation,68112267199,34948.285,35751.995,36094.604,37368.872,37008.959,3188.978,3295.508,3370.355,3428.949,3464.224,27586.899,28124.583,28850.58,29969.994,30008.066,189439883.149,199512367.054,207785366.749,218134994.782,221637523.753
Vel Corp.,85385819407,34401.952,35472.721,35948.427,37103.927,36727.236,3138.684,3246.835,3318.306,3375.305,3415.187,27609.515,28238.672,29010.751,30052.029,30034.267,178711922.674,188662311.757,197280341.305,206708713.526,210517030.108
Vel Est Incorporated,85273542431,21649.608,21453.579,22064.346,23078.613,23780.139,2112.48,2168.63,2198.112,2244.297,2381.071,16843.434,16704.203,17034.741,17596.226,18435.202,145177871.003,147159285.168,153000474.386,162125090.145,176176129.71
Vel Est Tempor Associates,26556866679,35175.044,36132.173,36503.267,37691.27,37316.805,3094.806,3202.932,3276.934,3333.704,3371.135,27957.374,28601.309,29327.859,30440.304,30466.908,184937272.251,194848328.325,203396686.143,212837050.405,216564098.524
Vel Est Tempor LLP,62694031334,34591.21,35596.132,36059.037,37134.94,36899.052,3080.99,3187.596,3259.636,3315.713,3351.821,27469.224,28128.795,28900.299,29933.27,30015.489,182905032.7,192763790.553,201295264.771,210557904.117,214334468.116
Vel Est Tempor Ltd,50940521426,56378.265,58906.321,56971.083,63217.132,58347.998,4477.907,4554.932,4607.516,4645.727,4655.02,40934.101,41632.837,41869.228,45236.857,44011.946,379293779.85,395729210.016,394338538.001,419901224.628,408485499.144
Vel Faucibus Id Company,23754348523,34259.735,35247.463,35570.474,36518.43,36187.398,3074.696,3184.88,3259.533,3320.36,3358.361,27415.514,28050.689,28774.066,29732.995,29777.824,177841411.087,187596944.845,195780488.069,204690904.046,208476924.009
Vel Faucibus Institute,50028551673,34568.504,35516.467,36075.522,36972.654,36593.451,3012.65,3114.964,3185.687,3238.973,3274.768,27325.127,27959.847,28800.728,29719.611,29759.053,180658420.91,190360454.3,198584797.458,207274725.195,210368400.602
Vel Foundation,29202486033,34859.373,35914.228,36314.781,37410.998,37066.37,3129.162,3240.748,3314.277,3373.513,3406.119,27779.687,28453.447,29147.345,30198.86,30198.681,183958827.928,194220375.691,203022075.513,212288994.02,215978342.555
Vel Inc.,82545351270,35348.794,36354.223,36662.008,37766.71,37555.179,2959.69,3063.284,3129.757,3179.926,3214.837,28111.256,28710.182,29429.583,30435.553,30481.343,174290488.607,184274012.935,191564067.464,200395373.157,204134121.098
Vel Incorporated,40242962373,34261.709,35198.232,35617.97,36716.429,36726.42,3037.107,3134.726,3204.378,3258.665,3292.587,27422.185,27973.482,28716.647,29779.426,29969.937,178594143.324,187379672.704,195261969.785,204376483.684,208784454.466
Vel Institute,62204398944,34341.712,35344.621,35818.056,36848.478,36584.207,3056.884,3164.305,3235.545,3291.042,3326.782,27377.302,28045.443,28836.876,29836.198,29911.619,180048068.314,190028942.341,198372873.902,207424346.176,211042741.991
Vel LLC,91633005350,34944.392,35966.838,36271.591,37430.727,37157.662,3189.167,3292.92,3373.012,3432.437,3470.674,27761.176,28425.298,29095.909,30175.804,30259.195,188874460.086,198932365.437,207708282.168,217620047.408,221537911.119
Vel LLP,25078409316,35623.684,36672.851,37087.974,38134.446,37885.76,3140.97,3246.89,3315.496,3366.658,3397.502,28165.896,28875.2,29640.168,30652.776,30764.622,188395101.719,198619000.781,206915968.394,215970669.757,219378140.683
Vel Lectus Corporation,72296826112,31286.054,32278.3,32727.635,33815.093,33661.287,3051.254,3144.22,3223.09,3288.476,3338.478,25095.229,25614.208,26398.625,27362.12,27374.572,169961901.154,178950814.04,186800257.073,196672664.902,201458249.261
Vel Lectus Cum Inc.,50142652861,37370.929,38560.844,38850.523,39743.678,39290.416,3227.798,3365.967,3434.306,3492.166,3553.883,28652.561,29253.635,30032.689,30847.248,30947.961,200763651.647,214401851.402,222232424.98,232063593.061,237169869.663
Vel Lectus Cum LLC,61112604295,34591.342,35643.833,36219.31,37203.378,37063.416,3090.003,3196.084,3265.617,3317.017,3348.868,27401.76,28067.715,28905.236,29911.794,30051.527,185931300.881,196011717.55,204669714.865,213444089.324,217019063.577
Vel Limited,67419861441,34373.783,35438.526,35616.369,36460.94,36486.511,3062.687,3175.519,3250.862,3310.039,3345.215,27619.137,28221.466,28754.404,29858.195,30003.421,177661177.898,187300655.885,195331373.786,203737992.375,208087450.509
Vel Mauris Integer Limited,14058755389,34748.214,35714.955,36194.065,37217.164,36939.774,3077.277,3180.863,3249.979,3303.465,3336.762,27619.97,28275.001,29047.14,30051.162,30134.981,182613779.46,192273514.453,200907746.121,209769467.365,213223288.851
Vel Nisl Incorporated,32897338221,33598.3,34546.548,34987.805,36137.935,35786.733,2906.845,3009.766,3071.88,3126.652,3162.406,26824.928,27388.313,28132.035,29186.571,29238.144,166904113.709,176125039.256,183426990.367,192529579.086,196328891.603
Vel Nisl LLP,38194917037,36149.987,36918.942,37540.413,38820.646,38614.571,3289.531,3398.246,3470.26,3534.934,3584.69,28378.069,28905.68,29781.302,30844.004,31032.351,203071332.098,212538427.539,222307278.746,233337235.073,238512763.067
Vel Pede Blandit Corp.,52535771754,34550.563,35502.541,35907.432,36908.809,36646.09,3050.346,3159.007,3229.553,3284.119,3319.06,27486.164,28125.093,28893.143,29859.598,29938.767,180373561.022,190102283.683,198266921.49,206961581.961,210379004.449
Vel Pede Blandit Corporation,31736633670,35080.549,36041.589,36528.179,37534.336,37215.532,3109.033,3214.75,3287.262,3342.293,3377.966,27718.053,28385.159,29167.906,30166.861,30225.798,186833892.004,196756819.385,205125849.334,214414805.736,217990651.248
Vel Pede Blandit Incorporated,45056974934,34854.979,35803.448,36287.205,37415.787,37067.742,3039.95,3142.897,3211.424,3265.113,3299.759,27607.087,28247.139,29011.403,30058.214,30097.835,181331643.314,190947045.962,199303031.513,208399339.094,211673591.011
Vel Pede LLC,33885350311,34709.888,35393.826,36408.187,37698.917,36882.24,3359.525,3482.351,3569.05,3640.918,3690.86,27867.847,28377.888,29365.537,30495.224,30323.087,197514956.431,207210981.355,218594532.805,229808075.123,233691297.817
Vel Quam Industries,79469416437,34339.279,35163.85,35365.209,36305.414,36359.077,3062.508,3168.484,3244.88,3301.307,3343.839,27290.606,27762.016,28315.37,29268.892,29518.129,183249732.04,192811627.964,201190857.373,210085353.164,214801570.777
Vel Sapien Imperdiet Industries,28639309109,34499.404,35394.189,35897.391,36593.009,36662.311,3236.738,3339.053,3409.159,3460.966,3497.857,27418.845,28010.695,28758.542,29625.063,29906.859,192983434.035,202174297.465,210606071.863,219126218.03,223898849.447
