name,merchant_abn,revenue_level,take_rate,industry_tags,MappedIndustry
Metus In Industries,91134280199,b,3.44,digital goods books movies music,F
Quis Corp.,91154394323,c,2.14,computers computer peripheral equipment software,J
Blandit Nam Limited,91157839617,c,1.75,computers computer peripheral equipment software,J
In Magna LLP,91166993316,c,1.77,books periodicals newspapers,G
Pede Nonummy Limited,91178385997,a,6.57,hobby toy game,O
Lectus Justo Eu Ltd,91201528612,c,3.09,tent awning,X
Libero Est Ltd,91212040913,b,3.37,artist supply craft,E
Risus Donec LLP,91218779711,a,6.14,telecom,Q
Mattis Incorporated,91251207679,a,6.4,watch clock jewelry repair,V
Nec Urna Foundation,91338194166,b,3.35,tent awning,X
Diam Lorem LLC,91363040650,c,2.17,stationery office printing writing paper,D
Nunc Ullamcorper Associates,91374143276,b,3.19,tent awning,X
Vivamus Nibh Corp.,91404276865,b,4.58,tent awning,X
Varius Limited,91426391836,a,6.58,telecom,Q
Pede Nunc Sed Industries,91455531890,b,4.08,shoe,B
Cursus Diam Industries,91582338269,a,6.18,stationery office printing writing paper,D
Etiam Gravida Limited,91584444262,a,6.04,tent awning,X
Accumsan Sed LLP,91630014920,a,5.51,shoe,B
Vel LLC,91633005350,a,6.76,furniture home furnishings equipment manufacturers except appliances,T
Aenean Sed LLP,91633658840,b,3.77,opticians optical goods eyeglasses,I
Eget Mollis LLC,91720867026,a,6.31,watch clock jewelry repair,V
Egestas Associates,91744809343,a,6.06,furniture home furnishings equipment manufacturers except appliances,T
Morbi Accumsan Corporation,91760304024,c,1.9,hobby toy game,O
Dictum Cursus Incorporated,91772719127,a,5.68,artist supply craft,E
Purus LLC,91803984881,a,5.64,cable satellite pay television radio,K
Sed Molestie Foundation,91847992723,a,5.77,gift card novelty souvenir,P
Sem LLC,91873181182,a,6.0,digital goods books movies music,F
At Foundation,91880575299,b,3.4,antique repairs restoration,R
Euismod Urna Institute,91923722701,b,5.05,tent awning,X
Amet Faucibus Corporation,91960562098,c,1.85,computers computer peripheral equipment software,J
Aliquam Nisl Corp.,92007575783,a,6.73,tent awning,X
Blandit Industries,92019681129,c,2.91,health beauty spas,N
Justo Praesent Luctus PC,92064565896,a,6.83,stationery office printing writing paper,D
Quam Elementum Corp.,92065881715,b,4.2,opticians optical goods eyeglasses,I
Magnis Dis Parturient Foundation,92068365770,c,2.77,health beauty spas,N
Lacus Mauris Corp.,92075595936,a,5.69,digital goods books movies music,F
Euismod Et Corporation,92077815673,a,6.82,music musical instruments pianos sheet music,M
Duis Mi Enim Foundation,92201452594,a,6.88,watch clock jewelry repair,V
Fames Ac Turpis Limited,92202115241,a,5.66,books periodicals newspapers,G
Sem Egestas Blandit Corporation,92207241352,b,3.12,opticians optical goods eyeglasses,I
Felis Nulla PC,92265887651,b,3.79,digital goods books movies music,F
Id Risus Quis Consulting,92284330384,a,6.2,florists nursery stock flowers,U
Aliquam Nec Enim Ltd,92293286189,b,4.6,furniture home furnishings equipment manufacturers except appliances,T
Non Lorem LLC,92308095254,a,6.53,gift card novelty souvenir,P
Ornare Libero At Institute,92343252737,a,6.77,digital goods books movies music,F
Mattis Company,92368600426,a,6.38,bicycle,Y
Lectus Cum Ltd,92374002696,a,5.7,florists nursery stock flowers,U
A Neque Nullam Corp.,92382466112,b,4.76,motor vehicle new parts,H
Torquent Per Associates,92403716863,b,4.98,books periodicals newspapers,G
Mi Corp.,92413760084,c,2.99,health beauty spas,N
Orci Quis LLC,92426644718,b,3.39,artist supply craft,E
Dapibus Gravida Ltd,92428831060,a,6.04,cable satellite pay television radio,K
Elit Fermentum Risus Incorporated,92437353435,b,4.77,artist supply craft,E
Rutrum Non Hendrerit Consulting,92482981458,c,2.07,telecom,Q
Fames Ac Turpis Foundation,92510629620,b,4.41,hobby toy game,O
Consectetuer Ltd,92516609757,c,1.51,music musical instruments pianos sheet music,M
Non LLC,92532402483,a,5.86,opticians optical goods eyeglasses,I
Donec Foundation,92594285117,a,6.17,computer programming data processing integrated systems design,C
Odio Associates,92596271102,a,5.53,telecom,Q
Non Lobortis Quis LLP,92598420603,b,3.44,lawn garden supply outlets including nurseries,W
Maecenas Iaculis Aliquet Limited,92616389691,b,4.07,equipment tool furniture appliance rent al leasing,S
Ornare Incorporated,92636306985,a,6.69,furniture home furnishings equipment manufacturers except appliances,T
Semper Pretium LLC,92680456497,a,6.86,gift card novelty souvenir,P
Eget Volutpat Ornare Ltd,92681936901,c,2.08,motor vehicle new parts,H
Sed Eu Institute,92693781303,b,4.69,telecom,Q
Odio Aliquam Vulputate Limited,92696023351,b,5.02,computer programming data processing integrated systems design,C
Nunc Sed Consulting,92731708815,b,3.55,opticians optical goods eyeglasses,I
Massa Limited,92773401740,b,3.65,equipment tool furniture appliance rent al leasing,S
Nec Malesuada Industries,92779316513,c,2.24,cable satellite pay television radio,K
Quam Curabitur Vel Consulting,92822969335,a,5.96,opticians optical goods eyeglasses,I
Id Ante Dictum Limited,92834298371,a,5.58,shoe,B
A Magna Lorem Ltd,92836597532,a,5.77,tent awning,X
Risus PC,92895607850,a,6.86,computers computer peripheral equipment software,J
Molestie Pharetra Inc.,92899421466,c,1.51,gift card novelty souvenir,P
Euismod Et Commodo Industries,92908611937,a,5.68,furniture home furnishings equipment manufacturers except appliances,T
Odio Etiam Corporation,92935086354,a,6.11,stationery office printing writing paper,D
Maecenas Industries,92980848589,a,6.86,books periodicals newspapers,G
Malesuada Malesuada Integer Inc.,92990617267,a,6.6,digital goods books movies music,F
Quis Pede Ltd,93018282444,b,3.55,health beauty spas,N
Eget Ipsum Foundation,93024392300,b,4.25,bicycle,Y
Pellentesque Industries,93024682653,c,2.66,florists nursery stock flowers,U
Consequat Dolor Corp.,93072925663,b,4.87,bicycle,Y
Erat In Industries,93077671049,b,4.44,motor vehicle new parts,H
Eu Eleifend Nec PC,93090969200,a,5.91,music musical instruments pianos sheet music,M
Ut Molestie Incorporated,93095540883,b,4.39,opticians optical goods eyeglasses,I
Donec Dignissim Incorporated,93096883450,c,1.93,art dealers galleries,L
Aenean Sed Pede Company,93110588804,b,3.86,jewelry watch clock silverware,A
Non Enim Mauris Ltd,93113531213,c,1.53,art dealers galleries,L
Sed Libero Proin PC,93121740143,a,6.65,artist supply craft,E
Tempus Corp.,93156930881,b,3.46,computers computer peripheral equipment software,J
Arcu Et Pede PC,93167982218,c,1.92,artist supply craft,E
Nunc Id Ltd,93168879476,a,5.54,music musical instruments pianos sheet music,M
Sed Dictum Eleifend Ltd,93230533382,e,0.2,equipment tool furniture appliance rent al leasing,S
Integer Sem Corp.,93238141799,c,2.93,music musical instruments pianos sheet music,M
Condimentum Limited,93260450766,a,5.91,computer programming data processing integrated systems design,C
Pede Cras Vulputate Ltd,93260930990,b,3.15,telecom,Q
Bibendum Donec Corp.,93263170091,b,5.0,jewelry watch clock silverware,A
Curae Foundation,93267734067,c,2.57,jewelry watch clock silverware,A
Sem Elit Limited,93282747446,a,6.19,equipment tool furniture appliance rent al leasing,S
Purus Sapien Gravida Associates,93292821052,c,1.54,furniture home furnishings equipment manufacturers except appliances,T
Nulla Dignissim Foundation,93320824983,b,4.06,books periodicals newspapers,G
Ipsum Curabitur Institute,93346068525,b,4.04,bicycle,Y
Facilisis Vitae LLC,93349773784,b,4.51,tent awning,X
Est Mauris PC,93351929638,c,1.42,computer programming data processing integrated systems design,C
Sit Foundation,93378757859,b,4.32,jewelry watch clock silverware,A
Fames Ac Associates,93429143824,c,1.64,lawn garden supply outlets including nurseries,W
Parturient Montes Inc.,93439438419,a,5.9,shoe,B
Vitae Aliquam Eros Inc.,93442141629,a,6.53,music musical instruments pianos sheet music,M
Natoque Penatibus Ltd,93498928547,a,5.89,furniture home furnishings equipment manufacturers except appliances,T
Quisque Libero Lacus Incorporated,93532380797,b,4.99,computers computer peripheral equipment software,J
In Molestie Industries,93543412337,c,2.98,tent awning,X
Dolor Quisque Inc.,93558142492,b,3.41,shoe,B
Vitae Purus Gravida LLP,93560646170,a,6.35,shoe,B
Sed Eu Foundation,93561083066,c,2.89,computers computer peripheral equipment software,J
Mauris Eu Elit Corporation,93580972005,a,6.53,cable satellite pay television radio,K
At Arcu Vestibulum Company,93606772530,d,1.21,stationery office printing writing paper,D
In Company,93631003539,b,3.14,gift card novelty souvenir,P
Consectetuer Cursus Inc.,93644338786,a,6.64,shoe,B
Ridiculus Mus Industries,93658191062,c,1.58,computer programming data processing integrated systems design,C
At Libero Morbi PC,93669046600,c,2.59,shoe,B
Quam Dignissim Corporation,93679380088,b,4.33,opticians optical goods eyeglasses,I
Ipsum Dolor Corporation,93693693468,b,5.03,tent awning,X
Penatibus Et Magnis Institute,93700243350,a,6.16,gift card novelty souvenir,P
Odio Tristique Pharetra Associates,93712553837,a,5.93,shoe,B
Donec Luctus Aliquet Inc.,93720983561,c,1.99,telecom,Q
Quam Quis Diam Company,93723130289,b,3.2,antique repairs restoration,R
Justo Praesent Luctus Inc.,93726438981,a,5.91,gift card novelty souvenir,P
Tellus Nunc Industries,93732268717,d,1.04,stationery office printing writing paper,D
Interdum Corporation,93740493847,b,3.19,telecom,Q
Massa Suspendisse Foundation,93741030320,a,6.72,books periodicals newspapers,G
Aliquet Metus LLC,93765834526,a,6.7,books periodicals newspapers,G
Arcu Eu Odio LLC,93880241546,b,4.81,computer programming data processing integrated systems design,C
At Velit Cras Associates,93894215354,c,2.18,opticians optical goods eyeglasses,I
Vulputate Foundation,93903889529,b,4.22,lawn garden supply outlets including nurseries,W
Molestie Pharetra Nibh LLP,93915598279,c,1.47,antique repairs restoration,R
Mauris Eu Institute,93932766844,b,4.65,telecom,Q
Orci Phasellus Corporation,93936767851,c,1.6,equipment tool furniture appliance rent al leasing,S
A Magna Inc.,93942213428,b,4.25,equipment tool furniture appliance rent al leasing,S
Primis LLC,93977601095,a,5.52,tent awning,X
Pharetra Quisque Ac LLC,93981536412,b,3.68,computers computer peripheral equipment software,J
Dapibus Corp.,94009500943,b,3.53,antique repairs restoration,R
Sed Est Nunc Corp.,94040507060,c,2.13,watch clock jewelry repair,V
Natoque Consulting,94072762560,b,3.99,health beauty spas,N
Magna Praesent Interdum Industries,94110063346,a,6.37,hobby toy game,O
Interdum Feugiat Ltd,94206932226,b,4.73,equipment tool furniture appliance rent al leasing,S
Donec Nibh PC,94269319521,b,4.25,furniture home furnishings equipment manufacturers except appliances,T
Eget Lacus Limited,94378706737,b,3.29,gift card novelty souvenir,P
Aliquet Ltd,94380689142,b,3.77,motor vehicle new parts,H
Sed Hendrerit A Limited,94384861814,a,6.73,shoe,B
Felis Company,94419910973,a,6.84,watch clock jewelry repair,V
Cursus Corporation,94446707800,a,6.53,equipment tool furniture appliance rent al leasing,S
Erat Vel Corp.,94449176518,c,2.78,florists nursery stock flowers,U
Nunc Sit LLC,94455880010,a,6.33,computer programming data processing integrated systems design,C
Eu Dolor Egestas PC,94472466107,a,6.23,cable satellite pay television radio,K
Dictum Phasellus In Institute,94493496784,a,5.65,gift card novelty souvenir,P
Lorem Ac Institute,94547309480,c,2.66,bicycle,Y
Ornare Lectus Ltd,94601812317,c,2.98,music musical instruments pianos sheet music,M
Nunc Est Limited,94609427687,c,1.95,antique repairs restoration,R
Eu Augue Company,94631077822,c,2.77,music musical instruments pianos sheet music,M
Elit Associates,94662990903,c,1.51,furniture home furnishings equipment manufacturers except appliances,T
Eu Placerat LLC,94690988633,a,6.16,computers computer peripheral equipment software,J
Ante Nunc Ltd,94701884796,b,3.49,health beauty spas,N
Scelerisque Corporation,94729574738,b,4.51,computer programming data processing integrated systems design,C
Dui In Sodales Foundation,94732687919,b,3.61,artist supply craft,E
Elit Company,94780037589,d,1.21,furniture home furnishings equipment manufacturers except appliances,T
Tempus Eu Ltd,94785155422,c,2.59,lawn garden supply outlets including nurseries,W
Eget LLP,94793419942,c,1.84,stationery office printing writing paper,D
Turpis Aliquam Associates,94801884806,b,3.34,stationery office printing writing paper,D
Et Magna Praesent Ltd,94827960324,c,2.31,opticians optical goods eyeglasses,I
Tempor Augue Industries,94833823558,b,3.5,florists nursery stock flowers,U
Nunc Incorporated,94848797110,c,1.78,stationery office printing writing paper,D
Congue In Incorporated,94951665897,c,1.67,art dealers galleries,L
Porttitor Tellus Non Corporation,94973496683,b,3.16,artist supply craft,E
Augue Ac Ipsum Institute,95005191321,b,4.66,art dealers galleries,L
Tristique Aliquet Phasellus Corporation,95013376739,b,3.98,hobby toy game,O
Suspendisse Non Institute,95037235405,b,3.8,telecom,Q
Tortor At LLP,95042115737,a,5.98,books periodicals newspapers,G
Tincidunt Tempus Risus Incorporated,95080143009,a,5.63,computers computer peripheral equipment software,J
Nulla Ltd,95135981273,d,0.64,antique repairs restoration,R
Et Nunc Inc.,95149235949,c,2.58,music musical instruments pianos sheet music,M
Ut Eros Incorporated,95184414711,a,6.57,hobby toy game,O
Ipsum Cursus Vestibulum PC,95274025676,b,3.39,digital goods books movies music,F
Erat LLP,95276443363,b,3.81,music musical instruments pianos sheet music,M
Eu Dui Cum Ltd,95279812400,c,2.38,tent awning,X
Auctor Odio Associates,95331380653,a,5.65,bicycle,Y
Turpis Company,95402237897,a,6.52,gift card novelty souvenir,P
Mi Enim Corporation,95431176007,a,6.73,computer programming data processing integrated systems design,C
Nisl Quisque Fringilla LLP,95475413965,a,6.92,hobby toy game,O
Mauris Sit Amet Consulting,95488505807,a,5.58,digital goods books movies music,F
Nonummy Ultricies Ltd,95499028329,a,6.7,gift card novelty souvenir,P
Euismod Est Incorporated,95508089614,c,1.45,artist supply craft,E
Ullamcorper Velit Ltd,95508140753,b,3.88,cable satellite pay television radio,K
Ultrices Vivamus Rhoncus Incorporated,95532818035,a,6.7,hobby toy game,O
Urna Nec Institute,95560742626,a,6.22,digital goods books movies music,F
Fermentum Metus Inc.,95566253960,c,2.93,florists nursery stock flowers,U
At Pede Inc.,95574756848,a,6.15,opticians optical goods eyeglasses,I
Dolor Fusce Mi Associates,95594775419,c,2.3,telecom,Q
At Pretium LLP,95613237079,b,4.25,equipment tool furniture appliance rent al leasing,S
Arcu Vestibulum Ut Inc.,95682671933,a,5.83,computers computer peripheral equipment software,J
Placerat Cras Ltd,95692868757,c,2.4,computer programming data processing integrated systems design,C
Amet Dapibus Corp.,95720895543,b,4.22,hobby toy game,O
Montes Ltd,95733974200,a,6.81,computer programming data processing integrated systems design,C
Blandit Mattis Cras LLP,95799102190,b,4.27,stationery office printing writing paper,D
Consequat Inc.,95824231566,b,4.37,art dealers galleries,L
Porttitor Tellus PC,95834237054,c,2.0,florists nursery stock flowers,U
Scelerisque Scelerisque Dui Incorporated,95856918319,a,6.43,music musical instruments pianos sheet music,M
Rhoncus Associates,95896852636,b,3.19,computer programming data processing integrated systems design,C
Et Magnis Inc.,95935115082,c,2.55,music musical instruments pianos sheet music,M
Donec Dignissim Magna Foundation,95938358124,c,1.78,telecom,Q
Integer In Magna Corporation,96111981432,d,1.23,tent awning,X
Semper Dui PC,96133248275,a,5.64,equipment tool furniture appliance rent al leasing,S
Auctor Odio Consulting,96141360246,c,2.02,art dealers galleries,L
Sodales Corporation,96146457679,b,3.3,digital goods books movies music,F
Rhoncus Donec Associates,96152467973,b,4.45,tent awning,X
Velit Aliquam Corporation,96161808980,a,7.0,digital goods books movies music,F
Imperdiet Dictum Magna Associates,96161947306,b,4.52,shoe,B
Mauris Ut Quam LLC,96178360210,a,6.42,stationery office printing writing paper,D
Penatibus Et Inc.,96190048310,c,2.09,equipment tool furniture appliance rent al leasing,S
Libero LLC,96215194743,a,6.02,cable satellite pay television radio,K
